epoch time loss acc val_loss val_acc
0 11.937691926956177 0.4928770363330841 0.8193349838256836 0.4462856352329254 0.836202085018158
1 8.700040817260742 0.444722056388855 0.8218345642089844 0.3525260090827942 0.836202085018158
2 8.858230829238892 0.34266576170921326 0.8419292569160461 0.28421419858932495 0.8942438364028931
3 8.849007606506348 0.28405067324638367 0.878702700138092 0.24431756138801575 0.8969658017158508
4 8.72659158706665 0.26445382833480835 0.8829101920127869 0.22899118065834045 0.9020894765853882
5 8.781252384185791 0.25222906470298767 0.8873134255409241 0.22467172145843506 0.9072132110595703
6 8.685096025466919 0.24540232121944427 0.8880428671836853 0.2184954285621643 0.9090545177459717
7 8.716626167297363 0.23730449378490448 0.8941895365715027 0.20970211923122406 0.9129773378372192
8 8.849231243133545 0.22986838221549988 0.9029070138931274 0.204717218875885 0.9140981435775757
9 8.7227463722229 0.22633887827396393 0.90460604429245 0.20061174035072327 0.9152989983558655
10 8.795819282531738 0.21890592575073242 0.9088758230209351 0.2026214897632599 0.915939450263977
11 8.814640998840332 0.21505874395370483 0.9099788069725037 0.20067526400089264 0.9164198040962219
12 8.752476692199707 0.21209435164928436 0.9119980931282043 0.1930861473083496 0.9181010127067566
13 8.627975702285767 0.20954620838165283 0.9127452969551086 0.18997131288051605 0.9189016222953796
14 8.73536467552185 0.20473890006542206 0.914755642414093 0.18356695771217346 0.9237050414085388
15 8.669026851654053 0.20467150211334229 0.914124071598053 0.19741801917552948 0.9171403646469116
16 8.714834213256836 0.19972433149814606 0.9171129465103149 0.1783713698387146 0.9250660538673401
17 8.950815916061401 0.19772985577583313 0.9178779125213623 0.17883753776550293 0.9261068105697632
18 8.753037691116333 0.19301417469978333 0.9202708005905151 0.17990368604660034 0.9253062009811401
19 8.663163900375366 0.19121067225933075 0.9199416637420654 0.19702830910682678 0.9177007675170898
20 8.805895566940308 0.187284454703331 0.9220320582389832 0.21154119074344635 0.9134576916694641
21 8.690430641174316 0.18764260411262512 0.9222989082336426 0.19561335444450378 0.9185013175010681
22 8.773403406143188 0.18571241199970245 0.9220409393310547 0.1735558807849884 0.9261868596076965
23 8.841451406478882 0.18422921001911163 0.9234642386436462 0.17634598910808563 0.9289888739585876
24 8.809908866882324 0.182358980178833 0.9245761632919312 0.21238283812999725 0.9171403646469116
25 8.897160530090332 0.18103033304214478 0.9244071245193481 0.165620356798172 0.9313105344772339
26 8.756158113479614 0.1800951063632965 0.9249586462974548 0.16817282140254974 0.9304299354553223
27 8.793241262435913 0.1759297251701355 0.9277428984642029 0.17888446152210236 0.9259466528892517
28 8.793612718582153 0.1754419356584549 0.9267554879188538 0.16215024888515472 0.9310703873634338
29 8.795402526855469 0.17149989306926727 0.9287480711936951 0.15704289078712463 0.9326715469360352
30 8.846854209899902 0.17609797418117523 0.9270134568214417 0.15785135328769684 0.9333920478820801
31 8.891432046890259 0.17386579513549805 0.9280275106430054 0.15669964253902435 0.9345929026603699
32 8.765897512435913 0.17347893118858337 0.9280897974967957 0.1520313173532486 0.9343527555465698
33 7.560976982116699 0.1697806566953659 0.9289437532424927 0.1538393199443817 0.935873806476593
34 7.769025802612305 0.16955475509166718 0.9300912618637085 0.15527693927288055 0.9342726469039917
35 8.807921648025513 0.17098379135131836 0.9290593862533569 0.1648503690958023 0.9329917430877686
36 8.58541464805603 0.171452596783638 0.9291216731071472 0.17093300819396973 0.9249860048294067
37 8.855747699737549 0.1685817837715149 0.9304737448692322 0.1487923264503479 0.9381154179573059
38 8.873027801513672 0.16622231900691986 0.9317368865013123 0.173863485455513 0.9301897287368774
39 8.965142726898193 0.1630433201789856 0.9334359169006348 0.14497065544128418 0.9385157227516174
40 8.90856671333313 0.16411742568016052 0.9309452176094055 0.14452722668647766 0.9401969313621521
41 8.926708936691284 0.16313418745994568 0.9332579970359802 0.14876772463321686 0.9394764304161072
42 8.82978630065918 0.16444621980190277 0.932012677192688 0.14534489810466766 0.9396365284919739
43 8.874829292297363 0.16007710993289948 0.9343343377113342 0.19919666647911072 0.9185013175010681
44 8.890645503997803 0.1629532426595688 0.9327242970466614 0.1391320824623108 0.9422784447669983
45 8.871350526809692 0.16261519491672516 0.9331334829330444 0.15101732313632965 0.9384356737136841
46 8.803627490997314 0.1572374850511551 0.935704231262207 0.1426069587469101 0.9418781399726868
47 8.934782981872559 0.1592905968427658 0.9340941905975342 0.14914506673812866 0.9377151727676392
48 8.914175510406494 0.1566074639558792 0.9356686472892761 0.1410016417503357 0.9420382380485535
49 8.950702428817749 0.15840330719947815 0.9347079396247864 0.13577225804328918 0.9453206062316895
