epoch time loss acc val_loss val_acc
0 12.10086464881897 0.443545937538147 0.8156611919403076 0.35735243558883667 0.836202085018158
1 8.744861602783203 0.33873251080513 0.8480136394500732 0.26499688625335693 0.9026498794555664
2 7.632728338241577 0.286365807056427 0.8813624382019043 0.24183067679405212 0.9043311476707458
3 8.336043119430542 0.26978909969329834 0.8890390992164612 0.23033477365970612 0.9096949696540833
4 7.77449631690979 0.25737684965133667 0.8949278593063354 0.23161721229553223 0.9068129062652588
5 7.297320604324341 0.24918709695339203 0.8984681963920593 0.2222685068845749 0.909134566783905
6 8.409538745880127 0.24432064592838287 0.8999003767967224 0.21646645665168762 0.9117764830589294
7 8.845946311950684 0.240330770611763 0.9009055495262146 0.2157357633113861 0.910655677318573
8 7.594528436660767 0.23935358226299286 0.901394784450531 0.21424022316932678 0.9101753234863281
9 8.143627643585205 0.23475885391235352 0.9034051299095154 0.20782826840877533 0.9148186445236206
10 8.56446647644043 0.2276947796344757 0.9065007567405701 0.20635142922401428 0.9136978387832642
11 8.931687116622925 0.2293197363615036 0.9057801961898804 0.2046370506286621 0.9136978387832642
12 8.491245746612549 0.2218177616596222 0.9088491201400757 0.21554212272167206 0.9130573868751526
13 8.8624906539917 0.22057636082172394 0.9091693758964539 0.20473270118236542 0.914178192615509
14 8.776387453079224 0.21638916432857513 0.9106281995773315 0.19270272552967072 0.9199423789978027
15 8.935238599777222 0.21530427038669586 0.9110729694366455 0.190616637468338 0.9209831357002258
16 8.884805679321289 0.21152988076210022 0.9128342270851135 0.18597394227981567 0.9220238327980042
17 8.798424005508423 0.20740608870983124 0.91497802734375 0.19030657410621643 0.918981671333313
18 8.904654026031494 0.2039993703365326 0.9153338670730591 0.18161766231060028 0.9217036366462708
19 8.819162130355835 0.2009664624929428 0.9166236519813538 0.18125103414058685 0.9266672134399414
20 8.891119956970215 0.19712398946285248 0.9185094833374023 0.177763894200325 0.9232247471809387
21 8.798096895217896 0.19514790177345276 0.9199238419532776 0.17033563554286957 0.9285885691642761
22 8.794078588485718 0.19141891598701477 0.9218452572822571 0.16931498050689697 0.9269874095916748
23 8.834964036941528 0.1875021755695343 0.9227703809738159 0.17554746568202972 0.9271475672721863
24 8.789247274398804 0.18318945169448853 0.9246828556060791 0.16869045794010162 0.9306700825691223
25 8.898136854171753 0.18017524480819702 0.9257325530052185 0.16002003848552704 0.9301897287368774
26 8.830244064331055 0.18028269708156586 0.9256880283355713 0.1679629236459732 0.9333119988441467
27 8.772276878356934 0.17982885241508484 0.9262129068374634 0.15523435175418854 0.9327515959739685
28 8.91246509552002 0.17408126592636108 0.9279385805130005 0.18767209351062775 0.9225842356681824
29 8.71915864944458 0.17303745448589325 0.9285790324211121 0.17050699889659882 0.9329116940498352
30 8.13375186920166 0.1695023477077484 0.9305538535118103 0.18247050046920776 0.9282683730125427
31 8.679043054580688 0.1660744845867157 0.9321727752685547 0.14856278896331787 0.9377952218055725
32 8.738683700561523 0.1648591011762619 0.9317991733551025 0.19655540585517883 0.9253062009811401
33 8.812690258026123 0.1636074185371399 0.9325997829437256 0.15309922397136688 0.9384356737136841
34 8.886281728744507 0.1612267643213272 0.9341564774513245 0.1442275494337082 0.9389960765838623
35 8.924770832061768 0.15845870971679688 0.9350014925003052 0.1403961032629013 0.9418781399726868
36 8.764146089553833 0.15718111395835876 0.9356420040130615 0.14944057166576385 0.9388359785079956
37 8.844816446304321 0.15599973499774933 0.9361934661865234 0.19249682128429413 0.9245056509971619
38 8.81153154373169 0.15594497323036194 0.9356420040130615 0.17070558667182922 0.935633659362793
39 8.817025423049927 0.15316304564476013 0.9363536238670349 0.1447111815214157 0.9413177371025085
40 8.885637760162354 0.1532355695962906 0.938248336315155 0.13439400494098663 0.9443599581718445
41 8.686119556427002 0.15503494441509247 0.9367361068725586 0.1525563895702362 0.9382755756378174
42 8.827476263046265 0.15115757286548615 0.9384973645210266 0.13350504636764526 0.9452405571937561
43 8.833843231201172 0.15098990499973297 0.9387553334236145 0.14285330474376678 0.9423584938049316
44 8.873489379882812 0.1510133296251297 0.9383817315101624 0.1300385445356369 0.9468417167663574
45 8.885255336761475 0.14935852587223053 0.9385151863098145 0.13065765798091888 0.9469217658042908
46 7.78663444519043 0.14772669970989227 0.9398850798606873 0.13123111426830292 0.9466015696525574
47 7.569634437561035 0.14882268011569977 0.9390667080879211 0.13734689354896545 0.9444400072097778
48 8.932160139083862 0.1493786871433258 0.9387998580932617 0.12928181886672974 0.9474021196365356
49 8.982577800750732 0.14743752777576447 0.9396359920501709 0.13524074852466583 0.9458810091018677
